Level	Amazon	Sorceress	Necromancer	Paladin	Barbarian	Druid	Assassin	ExpRatio
839	2128285157	2128285157	2128285157	2128285157	2128285157	2128285157	2128285157	5861
840	2138449186	2138449186	2138449186	2138449186	2138449186	2138449186	2138449186	5825
841	2148649578	2148649578	2148649578	2148649578	2148649578	2148649578	2148649578	5789
842	2158886420	2158886420	2158886420	2158886420	2158886420	2158886420	2158886420	5752
843	2169159798	2169159798	2169159798	2169159798	2169159798	2169159798	2169159798	5716
844	2179469800	2179469800	2179469800	2179469800	2179469800	2179469800	2179469800	5679
845	2189816513	2189816513	2189816513	2189816513	2189816513	2189816513	2189816513	5643
846	2200200023	2200200023	2200200023	2200200023	2200200023	2200200023	2200200023	5606
847	2210620418	2210620418	2210620418	2210620418	2210620418	2210620418	2210620418	5570
848	2221077784	2221077784	2221077784	2221077784	2221077784	2221077784	2221077784	5534
849	2231572210	2231572210	2231572210	2231572210	2231572210	2231572210	2231572210	5497
850	2242103782	2242103782	2242103782	2242103782	2242103782	2242103782	2242103782	5461
851	2252672589	2252672589	2252672589	2252672589	2252672589	2252672589	2252672589	5424
852	2263278718	2263278718	2263278718	2263278718	2263278718	2263278718	2263278718	5388
853	2273922256	2273922256	2273922256	2273922256	2273922256	2273922256	2273922256	5352
854	2284603292	2284603292	2284603292	2284603292	2284603292	2284603292	2284603292	5315
855	2295321913	2295321913	2295321913	2295321913	2295321913	2295321913	2295321913	5279
856	2306078208	2306078208	2306078208	2306078208	2306078208	2306078208	2306078208	5242
857	2316872264	2316872264	2316872264	2316872264	2316872264	2316872264	2316872264	5206
858	2327704171	2327704171	2327704171	2327704171	2327704171	2327704171	2327704171	5170
859	2338574016	2338574016	2338574016	2338574016	2338574016	2338574016	2338574016	5133
860	2349481887	2349481887	2349481887	2349481887	2349481887	2349481887	2349481887	5097
861	2360427875	2360427875	2360427875	2360427875	2360427875	2360427875	2360427875	5060
862	2371412066	2371412066	2371412066	2371412066	2371412066	2371412066	2371412066	5024
863	2382434550	2382434550	2382434550	2382434550	2382434550	2382434550	2382434550	4988
864	2393495416	2393495416	2393495416	2393495416	2393495416	2393495416	2393495416	4951
865	2404594753	2404594753	2404594753	2404594753	2404594753	2404594753	2404594753	4915
866	2415732650	2415732650	2415732650	2415732650	2415732650	2415732650	2415732650	4878
867	2426909196	2426909196	2426909196	2426909196	2426909196	2426909196	2426909196	4842
868	2438124480	2438124480	2438124480	2438124480	2438124480	2438124480	2438124480	4805
869	2449378593	2449378593	2449378593	2449378593	2449378593	2449378593	2449378593	4769
870	2460671622	2460671622	2460671622	2460671622	2460671622	2460671622	2460671622	4733
871	2472003659	2472003659	2472003659	2472003659	2472003659	2472003659	2472003659	4696
872	2483374792	2483374792	2483374792	2483374792	2483374792	2483374792	2483374792	4660
873	2494785111	2494785111	2494785111	2494785111	2494785111	2494785111	2494785111	4623
874	2506234708	2506234708	2506234708	2506234708	2506234708	2506234708	2506234708	4587
875	2517723670	2517723670	2517723670	2517723670	2517723670	2517723670	2517723670	4551
876	2529252089	2529252089	2529252089	2529252089	2529252089	2529252089	2529252089	4514
877	2540820055	2540820055	2540820055	2540820055	2540820055	2540820055	2540820055	4478
878	2552427659	2552427659	2552427659	2552427659	2552427659	2552427659	2552427659	4441
879	2564074989	2564074989	2564074989	2564074989	2564074989	2564074989	2564074989	4405
880	2575762138	2575762138	2575762138	2575762138	2575762138	2575762138	2575762138	4369
881	2587489196	2587489196	2587489196	2587489196	2587489196	2587489196	2587489196	4332
882	2599256253	2599256253	2599256253	2599256253	2599256253	2599256253	2599256253	4296
883	2611063401	2611063401	2611063401	2611063401	2611063401	2611063401	2611063401	4259
884	2622910730	2622910730	2622910730	2622910730	2622910730	2622910730	2622910730	4223
885	2634798331	2634798331	2634798331	2634798331	2634798331	2634798331	2634798331	4187
886	2646726296	2646726296	2646726296	2646726296	2646726296	2646726296	2646726296	4150
887	2658694716	2658694716	2658694716	2658694716	2658694716	2658694716	2658694716	4114
888	2670703682	2670703682	2670703682	2670703682	2670703682	2670703682	2670703682	4077
889	2682753286	2682753286	2682753286	2682753286	2682753286	2682753286	2682753286	4041
890	2694843619	2694843619	2694843619	2694843619	2694843619	2694843619	2694843619	4004
891	2706974773	2706974773	2706974773	2706974773	2706974773	2706974773	2706974773	3968
892	2719146839	2719146839	2719146839	2719146839	2719146839	2719146839	2719146839	3932
893	2731359910	2731359910	2731359910	2731359910	2731359910	2731359910	2731359910	3895
894	2743614078	2743614078	2743614078	2743614078	2743614078	2743614078	2743614078	3859
895	2755909434	2755909434	2755909434	2755909434	2755909434	2755909434	2755909434	3822
896	2768246071	2768246071	2768246071	2768246071	2768246071	2768246071	2768246071	3786
897	2780624082	2780624082	2780624082	2780624082	2780624082	2780624082	2780624082	3750
898	2793043558	2793043558	2793043558	2793043558	2793043558	2793043558	2793043558	3713
899	2805504592	2805504592	2805504592	2805504592	2805504592	2805504592	2805504592	3677
900	2818007276	2818007276	2818007276	2818007276	2818007276	2818007276	2818007276	3640
901	2830551704	2830551704	2830551704	2830551704	2830551704	2830551704	2830551704	3604
902	2843137968	2843137968	2843137968	2843137968	2843137968	2843137968	2843137968	3568
903	2855766162	2855766162	2855766162	2855766162	2855766162	2855766162	2855766162	3531
904	2868436377	2868436377	2868436377	2868436377	2868436377	2868436377	2868436377	3495
905	2881148707	2881148707	2881148707	2881148707	2881148707	2881148707	2881148707	3458
906	2893903246	2893903246	2893903246	2893903246	2893903246	2893903246	2893903246	3422
907	2906700087	2906700087	2906700087	2906700087	2906700087	2906700087	2906700087	3386
908	2919539323	2919539323	2919539323	2919539323	2919539323	2919539323	2919539323	3349
909	2932421048	2932421048	2932421048	2932421048	2932421048	2932421048	2932421048	3313
910	2945345355	2945345355	2945345355	2945345355	2945345355	2945345355	2945345355	3276
911	2958312338	2958312338	2958312338	2958312338	2958312338	2958312338	2958312338	3240
912	2971322091	2971322091	2971322091	2971322091	2971322091	2971322091	2971322091	3203
913	2984374708	2984374708	2984374708	2984374708	2984374708	2984374708	2984374708	3167
914	2997470283	2997470283	2997470283	2997470283	2997470283	2997470283	2997470283	3131
915	3010608910	3010608910	3010608910	3010608910	3010608910	3010608910	3010608910	3094
916	3023790683	3023790683	3023790683	3023790683	3023790683	3023790683	3023790683	3058
917	3037015697	3037015697	3037015697	3037015697	3037015697	3037015697	3037015697	3021
918	3050284046	3050284046	3050284046	3050284046	3050284046	3050284046	3050284046	2985
919	3063595825	3063595825	3063595825	3063595825	3063595825	3063595825	3063595825	2949
920	3076951128	3076951128	3076951128	3076951128	3076951128	3076951128	3076951128	2912
921	3090350051	3090350051	3090350051	3090350051	3090350051	3090350051	3090350051	2876
922	3103792687	3103792687	3103792687	3103792687	3103792687	3103792687	3103792687	2839
923	3117279132	3117279132	3117279132	3117279132	3117279132	3117279132	3117279132	2803
924	3130809482	3130809482	3130809482	3130809482	3130809482	3130809482	3130809482	2767
925	3144383830	3144383830	3144383830	3144383830	3144383830	3144383830	3144383830	2730
926	3158002274	3158002274	3158002274	3158002274	3158002274	3158002274	3158002274	2694
927	3171664907	3171664907	3171664907	3171664907	3171664907	3171664907	3171664907	2657
928	3185371825	3185371825	3185371825	3185371825	3185371825	3185371825	3185371825	2621
929	3199123125	3199123125	3199123125	3199123125	3199123125	3199123125	3199123125	2585
930	3212918901	3212918901	3212918901	3212918901	3212918901	3212918901	3212918901	2548
931	3226759250	3226759250	3226759250	3226759250	3226759250	3226759250	3226759250	2512
932	3240644267	3240644267	3240644267	3240644267	3240644267	3240644267	3240644267	2475
933	3254574049	3254574049	3254574049	3254574049	3254574049	3254574049	3254574049	2439
934	3268548691	3268548691	3268548691	3268548691	3268548691	3268548691	3268548691	2402
935	3282568289	3282568289	3282568289	3282568289	3282568289	3282568289	3282568289	2366
936	3296632941	3296632941	3296632941	3296632941	3296632941	3296632941	3296632941	2330
937	3310742743	3310742743	3310742743	3310742743	3310742743	3310742743	3310742743	2293
938	3324897790	3324897790	3324897790	3324897790	3324897790	3324897790	3324897790	2257
939	3339098180	3339098180	3339098180	3339098180	3339098180	3339098180	3339098180	2220
940	3353344009	3353344009	3353344009	3353344009	3353344009	3353344009	3353344009	2184
941	3367635374	3367635374	3367635374	3367635374	3367635374	3367635374	3367635374	2148
942	3381972373	3381972373	3381972373	3381972373	3381972373	3381972373	3381972373	2111
943	3396355101	3396355101	3396355101	3396355101	3396355101	3396355101	3396355101	2075
944	3410783657	3410783657	3410783657	3410783657	3410783657	3410783657	3410783657	2038
945	3425258137	3425258137	3425258137	3425258137	3425258137	3425258137	3425258137	2002
946	3439778639	3439778639	3439778639	3439778639	3439778639	3439778639	3439778639	1966
947	3454345261	3454345261	3454345261	3454345261	3454345261	3454345261	3454345261	1929
948	3468958099	3468958099	3468958099	3468958099	3468958099	3468958099	3468958099	1893
949	3483617252	3483617252	3483617252	3483617252	3483617252	3483617252	3483617252	1856
950	3498322817	3498322817	3498322817	3498322817	3498322817	3498322817	3498322817	1820
951	3513074892	3513074892	3513074892	3513074892	3513074892	3513074892	3513074892	1784
952	3527873575	3527873575	3527873575	3527873575	3527873575	3527873575	3527873575	1747
953	3542718965	3542718965	3542718965	3542718965	3542718965	3542718965	3542718965	1711
954	3557611158	3557611158	3557611158	3557611158	3557611158	3557611158	3557611158	1674
955	3572550255	3572550255	3572550255	3572550255	3572550255	3572550255	3572550255	1638
956	3587536352	3587536352	3587536352	3587536352	3587536352	3587536352	3587536352	1601
957	3602569548	3602569548	3602569548	3602569548	3602569548	3602569548	3602569548	1565
958	3617649943	3617649943	3617649943	3617649943	3617649943	3617649943	3617649943	1529
959	3632777635	3632777635	3632777635	3632777635	3632777635	3632777635	3632777635	1492
960	3647952721	3647952721	3647952721	3647952721	3647952721	3647952721	3647952721	1456
961	3663175303	3663175303	3663175303	3663175303	3663175303	3663175303	3663175303	1419
962	3678445477	3678445477	3678445477	3678445477	3678445477	3678445477	3678445477	1383
963	3693763344	3693763344	3693763344	3693763344	3693763344	3693763344	3693763344	1347
964	3709129003	3709129003	3709129003	3709129003	3709129003	3709129003	3709129003	1310
965	3724542553	3724542553	3724542553	3724542553	3724542553	3724542553	3724542553	1274
966	3740004093	3740004093	3740004093	3740004093	3740004093	3740004093	3740004093	1237
967	3755513723	3755513723	3755513723	3755513723	3755513723	3755513723	3755513723	1201
968	3771071543	3771071543	3771071543	3771071543	3771071543	3771071543	3771071543	1165
969	3786677651	3786677651	3786677651	3786677651	3786677651	3786677651	3786677651	1128
970	3802332149	3802332149	3802332149	3802332149	3802332149	3802332149	3802332149	1092
971	3818035136	3818035136	3818035136	3818035136	3818035136	3818035136	3818035136	1055
972	3833786711	3833786711	3833786711	3833786711	3833786711	3833786711	3833786711	1019
973	3849586976	3849586976	3849586976	3849586976	3849586976	3849586976	3849586976	983
974	3865436030	3865436030	3865436030	3865436030	3865436030	3865436030	3865436030	946
975	3881333974	3881333974	3881333974	3881333974	3881333974	3881333974	3881333974	910
976	3897280908	3897280908	3897280908	3897280908	3897280908	3897280908	3897280908	873
977	3913276933	3913276933	3913276933	3913276933	3913276933	3913276933	3913276933	837
978	3929322148	3929322148	3929322148	3929322148	3929322148	3929322148	3929322148	800
979	3945416656	3945416656	3945416656	3945416656	3945416656	3945416656	3945416656	764
980	3961560557	3961560557	3961560557	3961560557	3961560557	3961560557	3961560557	728
981	3977753951	3977753951	3977753951	3977753951	3977753951	3977753951	3977753951	691
982	3993996941	3993996941	3993996941	3993996941	3993996941	3993996941	3993996941	655
983	4010289626	4010289626	4010289626	4010289626	4010289626	4010289626	4010289626	618
984	4026632109	4026632109	4026632109	4026632109	4026632109	4026632109	4026632109	582
985	4043024491	4043024491	4043024491	4043024491	4043024491	4043024491	4043024491	546
986	4059466872	4059466872	4059466872	4059466872	4059466872	4059466872	4059466872	509
987	4075959355	4075959355	4075959355	4075959355	4075959355	4075959355	4075959355	473
988	4092502042	4092502042	4092502042	4092502042	4092502042	4092502042	4092502042	436
989	4109095034	4109095034	4109095034	4109095034	4109095034	4109095034	4109095034	400
990	4125738433	4125738433	4125738433	4125738433	4125738433	4125738433	4125738433	364
991	4142432341	4142432341	4142432341	4142432341	4142432341	4142432341	4142432341	327
992	4159176859	4159176859	4159176859	4159176859	4159176859	4159176859	4159176859	291
993	4175972092	4175972092	4175972092	4175972092	4175972092	4175972092	4175972092	254
994	4192818139	4192818139	4192818139	4192818139	4192818139	4192818139	4192818139	218
995	4209715105	4209715105	4209715105	4209715105	4209715105	4209715105	4209715105	182
996	4226663091	4226663091	4226663091	4226663091	4226663091	4226663091	4226663091	145
997	4243662201	4243662201	4243662201	4243662201	4243662201	4243662201	4243662201	109
998	4260712536	4260712536	4260712536	4260712536	4260712536	4260712536	4260712536	72
999	4277814199	4277814199	4277814199	4277814199	4277814199	4277814199	4277814199	36
1000	4294967295	4294967295	4294967295	4294967295	4294967295	4294967295	4294967295	1
